Topic,Subtopic,Tweet,Hashtag,Emojis
Health and Fitness,Health and Fitness/Health Technology,@Mygym_buddy @ninjawarrioruk @bloodwise_uk @KeratoconusGB @HelpforHeroes @ScienceinSport @FitbitUK done! 😃,,smiley
Health and Fitness,Health and Fitness/Disease Centres and Information,"Coming up to the end of the @macmillancancer #OutRunMay 📓🖊 The Home Straight #blog #runner 
#running #UKRunChat 
https://t.co/Qa9b2KRLQz","OutRunMay,blog,runner,running,UKRunChat",notebook
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @chriskresser: Interesting. The gut microbiome may become more diverse with moderate consumption of red wine or chocolate. https://t.co/P5JjPTSAmV,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,Great article @chriskresser on #guthealth  https://t.co/HsJLshnUzF,guthealth,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win Nike #running shoes in our May #competition #giveaway. Follow &amp; RT to enter. #realbuzzWin #fitfam https://t.co/TgXhAOGfFg,"Win,running,competition,giveaway,realbuzzWin,fitfam",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win our May #competition and get Nike #running shoes. RT &amp; Follow to enter our #prize #giveaway #realbuzzWin https://t.co/nBcGXLx2fe,"Win,competition,running,prize,giveaway,realbuzzWin",
Health and Fitness,Health and Fitness/Mental Health,Morning all massive #followfriday to @RSEGroupAgency @HastingsVoice @HastingsHalf @TN34Connector @Run1066 @MindCharity @phab_charity #ff 😊,"followfriday,ff",blush
Health and Fitness,Health and Fitness/Sports Medicine,RT @NEO_G: #FreebieFriday #Giveaway #WIN a Neo G Hot &amp; Cold Therapy Pack! Follow + RT to enter. Winner @ 5PM #HeatPack #IcePack https://t.co/XX7u62gpAC,"FreebieFriday,Giveaway,WIN,HeatPack,IcePack",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"@NEO_G #HeatPack #IcePack #FreebieFriday These are fab for sporting injuries, thanks","HeatPack,IcePack,FreebieFriday",
Health and Fitness,Health and Fitness/Sports Medicine,RT @NEO_G: #FreebieFriday #Giveaway #WIN a Neo G Hot &amp; Cold Therapy Pack! Follow + RT to enter. Winner @ 5PM #HeatPack #IcePack https://t.co/XX7u62gpAC,"FreebieFriday,Giveaway,WIN,HeatPack,IcePack",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @NEO_G: #FreebieFriday #Giveaway #WIN a Neo G Hot &amp; Cold Therapy Pack! Follow + RT to enter. Winner @ 5PM #HeatPack #IcePack https://t.co/XX7u62gpAC,"FreebieFriday,Giveaway,WIN,HeatPack,IcePack",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WeHeartLiving: Win a bundle of active goodies! Follow and RT to enter. Info: https://t.co/1wcsKKrFkl #fitness #active #win #comp https://t.co/vLTCMHdMq1,"fitness,active,win,comp",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@WeHeartLiving Fantastic giveaway 👍🏼 fingers crossed 🙏🏻,,"+1,pray"
Health and Fitness,Health and Fitness/Sports Medicine,@NEO_G Fantastic giveaway 👍🏼 fingers crossed 🙏🏻,,"+1,pray"
Health and Fitness,Health and Fitness/Sports Medicine,RT @NEO_G: #FreebieFriday #Giveaway #WIN a Neo G Hot &amp; Cold Therapy Pack! Follow + RT to enter. Winner @ 5PM #HeatPack #IcePack https://t.co/XX7u62gpAC,"FreebieFriday,Giveaway,WIN,HeatPack,IcePack",
Health and Fitness,Health and Fitness/Disease Centres and Information,Down to the last 19.95 miles of #OutRunMay with 4 days left to go! Text ORMA80 £5 to 70070 to support my challenge for @macmillancancer ❤️‍,OutRunMay,heart
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @UKTeam_Optimum: We're giving away a tub of our new #GoldBCAA and an exclusive #ON Shaker! #RT &amp; Follow for your chance to #win! https://t.co/r4sHVH16IC,"GoldBCAA,ON,RT,win",
Health and Fitness,Health and Fitness/Sports Medicine,RT @NEO_G: #FreebieFriday #Giveaway #WIN a Neo G Hot &amp; Cold Therapy Pack! Follow + RT to enter. Winner @ 5PM #HeatPack #IcePack https://t.co/XX7u62gpAC,"FreebieFriday,Giveaway,WIN,HeatPack,IcePack",
Health and Fitness,Health and Fitness/Sports Medicine,"@NEO_G Thank you for the competition, keeping my fingers crossed :)",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WeHeartLiving: Win a bundle of active goodies! Follow and RT to enter. Info: https://t.co/1wcsKKrFkl #fitness #active #win #comp https://t.co/vLTCMHdMq1,"fitness,active,win,comp",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WeHeartLiving: Win a bundle of active goodies! Follow and RT to enter. Info: https://t.co/1wcsKKrFkl #fitness #active #win #comp https://t.co/vLTCMHdMq1,"fitness,active,win,comp",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"@WeHeartLiving Thank you for the competition, keeping my fingers crossed :)",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SweatbandActive: #Win #Wimbledon #Tennis #Balls 4 you &amp; a friend RT&amp;F https://t.co/pYVb9q7Yhj #Giveaway #competition #Draw 01/06/16 https://t.co/8RTNIddxhv,"Win,Wimbledon,Tennis,Balls,Giveaway,competition,Draw",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"@SweatbandActive Thank you for the competition, keeping my fingers crossed :)",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SweatbandActive: #Win #Wimbledon #Tennis #Balls 4 you &amp; a friend RT&amp;F https://t.co/pYVb9q7Yhj #Giveaway #competition #Draw 01/06/16 https://t.co/DTJM5a0jEs,"Win,Wimbledon,Tennis,Balls,Giveaway,competition,Draw",
Health and Fitness,Health and Fitness/Mental Health,RT @AlysColeKing: Wish could reach every suicidal young person &amp; say: Pls see feeling like this as a sign to change something in your life...not end your life,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WeHeartLiving: Win a bundle of active goodies! Follow and RT to enter. Info: https://t.co/1wcsKKrFkl #fitness #active #win #comp https://t.co/vLTCMHdMq1,"fitness,active,win,comp",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SweatbandActive: #Win #Wimbledon #Tennis #Balls 4 you &amp; a friend RT&amp;F https://t.co/pYVb9q7Yhj #Giveaway #competition #Draw 01/06/16 https://t.co/8RTNIddxhv,"Win,Wimbledon,Tennis,Balls,Giveaway,competition,Draw",
Health and Fitness,Health and Fitness/Health Technology,"RT @CurrentBody: Comp time! RT, follow &amp; tell us your beauty must have when travelling to WIN this le tanneur leather bag worth £60! https://t.co/XBMH7a0SRQ",,
Health and Fitness,Health and Fitness/Health Technology,"@CurrentBody eye liner Comp time! RT, follow &amp; tell us your beauty must have when travelling to WIN this le tanneur leather bag worth £60",,
Health and Fitness,Health and Fitness/Mental Health,RT @alzscot: Please give our NDCAN friends a follow - they champion the rights of people who care for someone with dementia #ff https://t.co/DD0UM9IkoK,ff,
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: To #WIN this lightweight pair of Topo Ultrafly, just RT and follow!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KbkhiTuLgZ","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Men's Health,@Mensrunninguk #FreebieFriday these are cool,FreebieFriday,
Health and Fitness,Health and Fitness/Sports Medicine,RT @NEO_G: #FreebieFriday #Giveaway #WIN a Neo G Hot &amp; Cold Therapy Pack! Follow + RT to enter. Winner @ 5PM #HeatPack #IcePack https://t.co/XX7u62gpAC,"FreebieFriday,Giveaway,WIN,HeatPack,IcePack",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WeHeartLiving: Win a bundle of active goodies! Follow and RT to enter. Info: https://t.co/1wcsKKrFkl #fitness #active #win #comp https://t.co/vLTCMHdMq1,"fitness,active,win,comp",
Health and Fitness,Health and Fitness/Sports Medicine,RT @NEO_G: #FreebieFriday #Giveaway #WIN a Neo G Hot &amp; Cold Therapy Pack! Follow + RT to enter. Winner @ 5PM #HeatPack #IcePack https://t.co/XX7u62gpAC,"FreebieFriday,Giveaway,WIN,HeatPack,IcePack",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WeHeartLiving: Win a bundle of active goodies! Follow and RT to enter. Info: https://t.co/1wcsKKrFkl #fitness #active #win #comp https://t.co/vLTCMHdMq1,"fitness,active,win,comp",
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: To #WIN this lightweight pair of Topo Ultrafly, just RT and follow!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KbkhiTuLgZ","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Men's Health,@Mensrunninguk #FreebieFriday Ideal for running and cycling along the coast. My favourite sports https://t.co/duantpFkwu,FreebieFriday,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MyproteinUK: 🎉 Today is our 12th birthday! 🎂
FOLLOW &amp; RT to WIN our birthday hamper of all our new products! https://t.co/OOleVaOVg4",,"tada,birthday"
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MyproteinUK: 🎉 Today is our 12th birthday! 🎂

FOLLOW &amp; RT to WIN our birthday hamper of all our new products! https://t.co/UwFjS0uCEV",,"tada,birthday"
Health and Fitness,Health and Fitness/Exercise and Nutrition,@MyproteinUK this would be awesome!,,
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: To #WIN this lightweight pair of Topo Ultrafly, just RT and follow!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KbkhiTuLgZ","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Dental Care,RT @TheBreathCo: It's #FreebieFriday time! #RT and #follow to #WIN a The Breath Co. care package. One winner will be chosen 31/05. https://t.co/E7KX5HXMWo,"FreebieFriday,RT,follow,WIN",
Health and Fitness,Health and Fitness/Sports Medicine,RT @NEO_G: #FreebieFriday #Giveaway #WIN a Neo G Hot &amp; Cold Therapy Pack! Follow + RT to enter. Winner @ 5PM #HeatPack #IcePack https://t.co/XX7u62gpAC,"FreebieFriday,Giveaway,WIN,HeatPack,IcePack",
Health and Fitness,Health and Fitness/Dental Care,"RT @AnbesolUK: RT&amp;Follow to #win this Ziggy Pop Gro Bag, perfect for your #LittleOne #Competition #FreebieFriday https://t.co/x0VzYyCfwQ","win,LittleOne,Competition,FreebieFriday",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @TRXtraining: #trxfreestylefriday: 10 #TRX lunges w chest stretch + 10 tri &amp; chest presses, 3 sets

RT for chance to win TRX swag! https://t.co/Nv3pMtmhKl","trxfreestylefriday,TRX",
Health and Fitness,Health and Fitness/Sports Medicine,RT @NEO_G: #FreebieFriday #Giveaway #WIN a Neo G Hot &amp; Cold Therapy Pack! Follow + RT to enter. Winner @ 5PM #HeatPack #IcePack https://t.co/XX7u62gpAC,"FreebieFriday,Giveaway,WIN,HeatPack,IcePack",
Health and Fitness,Health and Fitness/Sports Medicine,@NEO_G loved &amp; #RETWEETED amazing prize #WIN #FINGERSCROSSED,"RETWEETED,WIN,FINGERSCROSSED",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win our May #competition and get Nike #running shoes. RT &amp; Follow to enter our #prize #giveaway #realbuzzWin https://t.co/nBcGXLx2fe,"Win,competition,running,prize,giveaway,realbuzzWin",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: It's #competition time! #Win Nike #running shoes in our #prize #giveaway. RT &amp; Follow to enter #realbuzzWin https://t.co/4ZWTbBqkf5,"competition,Win,running,prize,giveaway,realbuzzWin",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win Nike #running shoes in our May #giveaway! Enter our #competition before it's too late! #fitfam #realbuzzWin https://t.co/lNJGlvtG9o,"Win,running,giveaway,competition,fitfam,realbuzzWin",
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: To #WIN this lightweight pair of Topo Ultrafly, just RT and follow!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KbkhiTuLgZ","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Health Technology,Quick service with @marinbikes excited for @ArmyMTBXCSeries @Mygym_buddy @ArmedForcesPST @bbcgetinspired @FitbitUK https://t.co/yGz1BRAVN7,,
Health and Fitness,Health and Fitness/Men's Health,@Mensrunninguk loved &amp; #RETWEETED amazing prize #WIN #FINGERSCROSSED #FreebieFriday,"RETWEETED,WIN,FINGERSCROSSED,FreebieFriday",
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: To #WIN this lightweight pair of Topo Ultrafly, just RT and follow!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KbkhiTuLgZ","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Men's Health,@Mensrunninguk Would love to win these for my dad :D Fingers tightly crossed! ☘ ☘ ☘ #FreebieFriday,FreebieFriday,
Health and Fitness,Health and Fitness/Dental Care,"RT @AnbesolUK: RT&amp;Follow to #win this Ziggy Pop Gro Bag, perfect for your #LittleOne #Competition #FreebieFriday https://t.co/x0VzYyCfwQ","win,LittleOne,Competition,FreebieFriday",
Health and Fitness,Health and Fitness/Dental Care,@AnbesolUK loved &amp; #RETWEETED amazing prize #WIN #FINGERSCROSSED #LITTLEONE #FreebieFriday,"RETWEETED,WIN,FINGERSCROSSED,LITTLEONE,FreebieFriday",
Health and Fitness,Health and Fitness/Sports Medicine,RT @NEO_G: #FreebieFriday #Giveaway #WIN a Neo G Hot &amp; Cold Therapy Pack! Follow + RT to enter. Winner @ 5PM #HeatPack #IcePack https://t.co/XX7u62gpAC,"FreebieFriday,Giveaway,WIN,HeatPack,IcePack",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WeHeartLiving: Win a bundle of active goodies! Follow and RT to enter. Info: https://t.co/1wcsKKrFkl #fitness #active #win #comp https://t.co/vLTCMHdMq1,"fitness,active,win,comp",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@WeHeartLiving heres to hope having loved &amp; #RETWEETED amazing prize #WIN #FINGERSCROSSED,"RETWEETED,WIN,FINGERSCROSSED",
Health and Fitness,Health and Fitness/Health Technology,"RT @CurrentBody: Comp time! RT, follow &amp; tell us your beauty must have when travelling to WIN this le tanneur leather bag worth £60! https://t.co/XBMH7a0SRQ",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MyproteinUK: 🎉 Today is our 12th birthday! 🎂

FOLLOW &amp; RT to WIN our birthday hamper of all our new products! https://t.co/GciXe97Q4k",,"tada,birthday"
Health and Fitness,Health and Fitness/Health Technology,"RT @CurrentBody: Comp time! RT, follow &amp; tell us your beauty must have when travelling to WIN this le tanneur leather bag worth £60! https://t.co/XBMH7a0SRQ",,
Health and Fitness,Health and Fitness/Health Technology,@CurrentBody DRY SHAMPOO IS A MUST,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win Nike #running shoes in our May #competition #giveaway. Follow &amp; RT to enter. #realbuzzWin #fitfam https://t.co/ZXKREoQyDh,"Win,running,competition,giveaway,realbuzzWin,fitfam",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @goodhealth: Don't worry, fantasizing is totally normal: https://t.co/al9sgLvTQS",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SweatbandActive: #Win #Wimbledon #Tennis #Balls 4 you &amp; a friend RT&amp;F https://t.co/pYVb9q7Yhj #Giveaway #competition #Draw 01/06/16 https://t.co/8RTNIddxhv,"Win,Wimbledon,Tennis,Balls,Giveaway,competition,Draw",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@SweatbandActive Fantastic giveaway. Following and retweeted. Thank you! x,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WeHeartLiving: Win a bundle of active goodies! Follow and RT to enter. Info: https://t.co/1wcsKKrFkl #fitness #active #win #comp https://t.co/vLTCMHdMq1,"fitness,active,win,comp",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@WeHeartLiving Fantastic giveaway. Following and retweeted. Thank you! x,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SweatbandActive: #Win #Wimbledon #Tennis #Balls 4 you &amp; a friend RT&amp;F https://t.co/pYVb9q7Yhj #Giveaway #competition #Draw 01/06/16 https://t.co/8RTNIddxhv,"Win,Wimbledon,Tennis,Balls,Giveaway,competition,Draw",
Health and Fitness,Health and Fitness/Weight Loss,Check out the #WomanKind GIVEAWAY with @ww_uk on @celery_cupcakes blog!  https://t.co/VZrEH3N2qa,WomanKind,
Health and Fitness,Health and Fitness/Health Technology,"RT @CurrentBody: Comp time! RT, follow &amp; tell us your beauty must have when travelling to WIN this le tanneur leather bag worth £60! https://t.co/XBMH7a0SRQ",,
