Topic,Subtopic,Tweet,Hashtag,Emojis
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @MuscleFoodUK: #WinItWednesday - We're giving a lucky winner a chance to try Black Chicken - RT to enter https://t.co/ru02e8ysVD https://t.co/AbN23mNFLd,WinItWednesday,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @911well: The healing process begins when u apologize. This is the most powerful benefit of apologizing #Healing #Mindfulness https://t.co/QdViimPz3x,"Healing,Mindfulness",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @BeFitMotivation: So true 🙋 https://t.co/tRCV8QZ3zt,,raising_hand
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @911well: Choose to be optimistic .. having a positive attitude life becomes much easier #Positivist #Believe #Mindfulness https://t.co/DSqAPckSYB,"Positivist,Believe,Mindfulness",
Health and Fitness,Health and Fitness/Women's Health,@GTK_Essentials it was my pleasure : ) #BISS,BISS,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @IcelandAnnie: Yes!  Way to go Iceland!  @footballiceland 👏,,clap
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @911well: Without Inner Peace in ur Life = unhappiness - stress - mental health issues - Calm ur thoughts #yoga #meditation https://t.co/zHtAxC7toE,"yoga,meditation",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @911well: Cycling has all sorts of health benefit, physical &amp; mental #Biking #Exercise #Wellness #Fitness #MentalHealth https://t.co/4jUS4Z3gKQ","Biking,Exercise,Wellness,Fitness,MentalHealth",
Health and Fitness,Health and Fitness/Health Technology,RT @TSCClinics: We are giving away a @Fitbit! Follow us for your chance to win! Retweet for additional entries! Contest Ends 6/30! https://t.co/2iVyntRvhd,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @GFuelEnergy: @49erbro @FaZe_Rain @GammaLabs We were thinking temperate forest rain.,,
Health and Fitness,Health and Fitness/Aging,#Vets1stAct creates perm #whistleblower protections office at .@DeptVetAffairs. #passVets1stAct 2 help VA clean up its act @KrisGoldsmith85,"Vets1stAct,whistleblower,passVets1stAct",
Health and Fitness,Health and Fitness/Health Technology,@Darty_Officiel @netatmo @FClarra yeah,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @reesesandfitnes: 🎉 Retweet and Follow for the chance to win this huge reeses selection 😍 #giveaway #Glastonbury #fitfam 🎉 https://t.co/qHnhkDbGUN,"giveaway,Glastonbury,fitfam","tada,heart_eyes,tada"
Health and Fitness,Health and Fitness/Therapy,Thanks to @Clinicient for the write up of our new running app! @EIMTeam  #RunningInjuries #EMR  #Metronome https://t.co/Su6BLk9YQa,"RunningInjuries,EMR,Metronome",
Health and Fitness,Health and Fitness/Disease Centres and Information,"RT @NHSChoices: Drugs, ginger and acupuncture 'best for morning sickness'. The #BehindTheHeadlines analysis: https://t.co/Z1RLMLf6Bf https://t.co/SPwjScDgTt",BehindTheHeadlines,
Health and Fitness,Health and Fitness/Women's Health,"RT @GTK_Essentials: With summer here, @TinBoxTraveller has all the tips for cruising with a toddler https://t.co/Fj7C5zI6uD Thanks for linking up with #BISS",BISS,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @FitspirationaI: Would love this right now.. https://t.co/rZ2DzGJeai,,
Health and Fitness,Health and Fitness/Women's Health,"RT @thebump: It's #giveaway time, Bumpies! RT today to be entered for a chance to win this necklace from @TribeAlive! https://t.co/NGoTdCyYq9",giveaway,
Health and Fitness,Health and Fitness/Weight Loss,RT @Cooking_Light: Bring the food truck to your backyard with these healthier fish tacos for #DinnerTonight: https://t.co/gp7Kw4tqRv https://t.co/TFKp54fYu7,DinnerTonight,
Health and Fitness,Health and Fitness/Health Technology,Thank you @Strava for having me speak today at the Strava Pride Celebration &amp; lunch! https://t.co/AVjfXUnbHX #strava https://t.co/tDvnfbNkKc,strava,
Health and Fitness,Health and Fitness/Health Technology,". @Strava is a BIG part of my training &amp; a power influencer in my sport communities, where support like this is key. #KUDOS #StravaJoke","KUDOS,StravaJoke",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@Lizzy_Look @CarlyRowena yes girl 👏🏼👏🏼,,"clap,clap"
Health and Fitness,Health and Fitness/Weight Loss,@thebodycoach You have so got to join @carlagilder &amp; her members for a PT session #keepitreal #macclesfield,"keepitreal,macclesfield",
Health and Fitness,Health and Fitness/Weight Loss,Lets get @thebodycoach to #CGF https://t.co/dst8HLMtYQ,CGF,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @carlagilder: @thebodycoach our members are really enjoying getting #Leanin15 and we train hard but have fun too! Join us tomorrow. #cgf,"Leanin15,cgf",
Health and Fitness,Health and Fitness/Mental Health,@Vangsness @TrevorProject @GLSEN beautiful words x,,
Health and Fitness,Health and Fitness/Weight Loss,@thebodycoach Would Joe survive a PT session with @carlagilder Just saying.. Give it a go Joe! https://t.co/cVdQQGPm6z,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @RynAMedia: Advertisement for the new @GFuelEnergy Flavor! @FaZe_Rain @CliffGammaCEO @GammaLabs @BrouderMedia @MrsGammaLabs :D! https://t.co/f50I4UGcDh,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @FitnessMagazine: Work your biceps, triceps, and shoulders with these sculpting exercises. https://t.co/uBPRDVxdGF https://t.co/5hFDDPVHBb",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @runnersworld: Run faster by adding these workouts to your routine. https://t.co/YUounNa07H https://t.co/2RJeBPYfa4,,
Health and Fitness,Health and Fitness/Women's Health,RT @WomensHealthMag: Exactly how to time your eating so you stay healthy and trim: https://t.co/yaAA1y5GSM https://t.co/wI36AwTBlM,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @rodger_caroline: @thebodycoach come experience #realfitnessforrealpeople with the amazing @carlagilder https://t.co/dFgdwkiXKn,realfitnessforrealpeople,
Health and Fitness,Health and Fitness/Aging,"@jenleereeves frantically waving at Cam, Jor &amp; Ike from the airport",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @FlTNESS: Great workout 👏🏼 https://t.co/kUsWPiDFEt,,clap
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @GammaLabs: Introducing #TropicalRain™ – Order today to receive a Limited-Edition @FaZe_Rain Shaker!

https://t.co/dVgvKJUKuE 💧 https://t.co/pjtuRabNoN",TropicalRain,droplet
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @TyIerButIer: Photography Project for @GFuelEnergy &amp; @GammaLabs 

Feedback, Retweets, &amp; Likes are more than appreciated! https://t.co/zODStJarI3",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @TyIerButIer: Photography Project for @GFuelEnergy &amp; @GammaLabs 

Feedback, Retweets, &amp; Likes are appreciated! https://t.co/Ethzg3oU2i",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @FitnessMagazine: 10 Unexpected Ways Your Life Changes During Marathon Training https://t.co/LgXiE5zX86 https://t.co/4LKif5FdIH,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @muscle_fitness: .@AnaDeliaFitness never skips glutes day. https://t.co/Owrtnf8LnV https://t.co/X8aNhbhTQV,,
Health and Fitness,Health and Fitness/Women's Health,RT @Women_Fit: Most people never run far enough on their first wind to find out they've got a second. -William James,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @VitaminShoppe: RT &amp; Follow for a chance to #win a #vitabeauty &amp; #haircare prize package from @Peter_Lamas https://t.co/X77GrcCghc https://t.co/nXoQgM10lh,"win,vitabeauty,haircare",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@CarlyRowena good luck with that!!! ☔️☔️☔️,,"umbrella,umbrella,umbrella"
Health and Fitness,Health and Fitness/Mental Health,"RT @911well: Green Tea _ Superfood - Consumed for 1000 of years, green tea has provided delicious medicinal benefits #Nutrition https://t.co/zRbJgsGwOT",Nutrition,
Health and Fitness,Health and Fitness/Mental Health,"RT @911well: Chronic stress can weaken your immune system ..causing  headaches, sleeping problems, anger and depression #Stress https://t.co/JgHS6ANrCF",Stress,
Health and Fitness,Health and Fitness/Women's Health,"RT @Women_Fit: ""It's easier to wake up early and work out than it is to look in the mirror each day and not like what you see."" -Jayne Cox",,
Health and Fitness,Health and Fitness/Mental Health,"RT @MDFFest: Don't miss @j_mage 's Bullied to Death @headspace_aus, @BullyZeroOz, @bullyconverse, @projecthearus @AWHealthNetwork https://t.co/ZfjhFpoGSV",,
Health and Fitness,Health and Fitness/Dental Care,RT @comparethetreat: Follow FAV &amp; Retweet to #WIN @Elemis Pro-Collagen Day &amp; Night cream gift set! Last few days to enter! Good luck :) https://t.co/CYbq22wmGG,WIN,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @UKWomensHealth: Life mantra https://t.co/TKO2c0VZN0,,
Health and Fitness,Health and Fitness/Mental Health,RT @CharitySANE: What does mental illness look like to you? Here's one amazing representation: https://t.co/WgFmh9tyGr,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @FitnessMagazine: These workout dos and don'ts come straight from the pros https://t.co/QEkC48yaff https://t.co/2UDOUzKngp,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @MensHealthMag: 10 secrets to the perfect deadlift: https://t.co/Bai4zFl1WI https://t.co/h3wt2fnz9A,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @NatalieGlazee: Remember to make your voice count &amp; go vote today people 👊👊👊 #EUreferendum #GoVote,"EUreferendum,GoVote","facepunch,facepunch,facepunch"
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @911well: Walk away from anything or anyone who takes away from your joy #DeleteNegativity #Mindfulness #InnerPeace https://t.co/bnZ7mRVtQo,"DeleteNegativity,Mindfulness,InnerPeace",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @911well: Stop being afraid of what could go wrong, and focus on what could go right #NoFears #ThinkPositive #Mindfulness https://t.co/zbV6it10cP","NoFears,ThinkPositive,Mindfulness",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @911well: Excessive worrying will cause stress affecting your #mentalhealth #Stress #mindbody #Mindfulness https://t.co/2F37uuwcVB,"mentalhealth,Stress,mindbody,Mindfulness",
Health and Fitness,Health and Fitness/Mental Health,"RT @50cent: ""I want to turn this misunderstanding into an understanding ..."" 
Read more: https://t.co/j58QlVydxO 
@autismspeaks https://t.co/X96PetezaX",,
Health and Fitness,Health and Fitness/Aging,RT @LifeExtension: Can grapefruit juice support healthy #arteries? https://t.co/wHbl4Tpl48 #naringenin,"arteries,naringenin",
Health and Fitness,Health and Fitness/Weight Loss,RT @EatThisNotThat: This surprising vitamin can help you banish the bloat and look instantly thinner: https://t.co/mGEvBLdBA0 https://t.co/TtAoXupBnU,,
Health and Fitness,Health and Fitness/Mental Health,RT @PsychCentral: Squeezing a Rubber Ball May Boost Creative Thinking https://t.co/zZNk85Clfl #mhsm #mentalhealth https://t.co/c98yDNcZas,"mhsm,mentalhealth",
Health and Fitness,Health and Fitness/Mental Health,RT @mhmatters: #Parenting Along With Your Parents - https://t.co/A1hMI0sXPd #Children https://t.co/rh5WSY45bo,"Parenting,Children",
Health and Fitness,Health and Fitness/Sports Medicine,RT @issp2017: The ISSP 14th World Congress Sevilla 2017 is now listed within the European Events in Sport Science (EESS)! @E_C_S_S Thanks!,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @runnersworld: This nine-move routine strengthens your body from your neck to your knees. https://t.co/HVI6odphCc https://t.co/nUWqEIf0ZR,,
Health and Fitness,Health and Fitness/Men's Health,RT @MensHealthMag: Your joints will thank you: https://t.co/DATBogwj1V,,
Health and Fitness,Health and Fitness/Sports Medicine,Thanks for the recent follow @GiveawayChimp @Dalton_Park @NatraSanUK Happy to connect :) have a great Thursday. &gt;&gt; https://t.co/0bmEmMvHSx,,
Health and Fitness,Health and Fitness/Mental Health,RT @mhmatters: Why Don't You Speak Up For Yourself? - https://t.co/5Q4Twmyu8G #Relationships https://t.co/PtBbRjSCYs,Relationships,
Health and Fitness,Health and Fitness/Aging,RT @LifeExtension: Can #coffee prevent the fastest growing cancer in the US? https://t.co/um2cTmIRfl #melanoma,"coffee,melanoma",
Health and Fitness,Health and Fitness/Mental Health,RT @PsychCentral: Blacks’ Notions of Depression May Conflict with… https://t.co/CxX2Kbbfqx #psychology #mhsm #mhsm #mentalhealth https://t.co/57UpS6VUA5,"psychology,mhsm,mhsm,mentalhealth",
Health and Fitness,Health and Fitness/Aging,"RT @BGPublic: @tammy @jenleereeves @cspan @periscopetv really, mobile video needs graphics support, even basic ones. IDing speakers / context is impt!",,
Health and Fitness,Health and Fitness/Disease Centres and Information,"RT @CMichaelGibson: Heroin use at 20-year high in U.S. drug 'epidemic', U.N. says | Reuters https://t.co/HtVSKtwvzk",,
Health and Fitness,Health and Fitness/Disease Centres and Information,.@CMichaelGibson people are self medicating due to the pain caused by heated long chain fatty acids- which are attacking insides of body.,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@TheErikDelarosa @TeamGaspari @BioLayne Great photo #niceguns #nicepecs #FitnessWithSwagger,"niceguns,nicepecs,FitnessWithSwagger",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @TheErikDelarosa: Shoulders! Fueled by @TeamGaspari coached by @BioLayne 
Time is passing and you can't hold it back. Make it count. https://t.co/QXPvSQNAqD",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @TheErikDelarosa: HIIT was rough this AM! Handled it tho... 👌🏽Fueled by @TeamGaspari 

#TeamGaspari
#GaspariNutrition https://t.co/Wji3MBX0ys","TeamGaspari,GaspariNutrition",ok_hand
Health and Fitness,Health and Fitness/Exercise and Nutrition,"@TheErikDelarosa @TeamGaspari #nicebag @fitmarkbags Swag on full love how your color coded blue, black and grey #FitnessWithSwagger","nicebag,FitnessWithSwagger",
Health and Fitness,Health and Fitness/Sports Medicine,Future professionals:seek out an ATC &amp; ask specific question.  Engage the experience of others. @NATA1950 #NATA2016  https://t.co/m1PgnteQmH,NATA2016,
Health and Fitness,Health and Fitness/Mental Health,.@StampStigma did he share fact mental health improvement will come once people stop cooking with non-tropical oils? https://t.co/yBkg25YWBz,,
Health and Fitness,Health and Fitness/Health Technology,When Andy tells you to let your mind wander and you realize you've been wandering for the past 3 minutes @Headspace,,
Health and Fitness,Health and Fitness/Mental Health,RT @jedfoundation: CDC Director Calls for Collaboration of #MentalHealth and #PublicHealth: https://t.co/w2tRz7hWdp,"MentalHealth,PublicHealth",
Health and Fitness,Health and Fitness/Mental Health,.@jedfoundation whats needed is common sense cooking information informing about dangers of cooking in oxidized partially hydrogenated oil,,
Health and Fitness,Health and Fitness/Women's Health,RT @EatCleanFeed: The stupid easy way to tell if an egg is fresh: https://t.co/mvvn8rO3CP via @PureWow https://t.co/v7jk5FddJe,,
Health and Fitness,Health and Fitness/Aging,THANK YOU SHREDDERS! #endalz @alzassociation @alzIllinois https://t.co/m0UssHdU3k,endalz,
